gene_name	ensgene	prize	type	direction	terminal	degree	betweenness	robustness	specificity	leiden_clusters	meta_cluster	source	location	general_process	specific_process	general_function	specific_function	log2FC_prot	log2FC_rna	gene_DS_status	Fig1_plot_group
TIA1	ENSG00000116001	0.269585043425672	protein	pos	TRUE	12	1.9647369520090002E-3	1	0.04	1	Nuclear/RBP/TF	protein	nucleus	biological regulation	regulation of biological process	binding	organic cyclic compound binding	0.182209112617102	0.244185426498107	DS	DEP + DS
MPRIP	ENSG00000133030	0.252142526463629	protein	pos	TRUE	8	4.5339555034409999E-3	1	0.05	8	Synaptic/ neuron	protein	plasma_membrane	NA	NA	binding	protein binding	0.646166193858264	0.0909321127104613	No DS	DEP, no DEG, no DS
INTS6	ENSG00000102786	0.206467116070739	protein	pos	TRUE	2	9.401619332574638e-05	1	0.04	5	Synaptic/ neuron	protein	nucleus	cellular process	cell communication	binding	protein binding	0.549619305629662	0.157164704285493	No DS	DEP, no DEG, no DS
GGT7	ENSG00000131067	0.0701752488094387	protein	pos	TRUE	1	0	0.66	0.06	12	Autophagy	protein	plasma_membrane	metabolic process	nitrogen compound metabolic process	catalytic	catalytic, acting on a protein	0.261530910544488	-0.089809913146455	No DS	DEP, no DEG, no DS
CYB5R1	ENSG00000159348	0.077823698056466	protein	neg	TRUE	5	2.9584437608438999E-3	0.66	0.03	7	Metabolism	protein	vesicle	localization	establishment of localization	catalytic	oxidoreductase	-0.277697902110038	-0.0597621646873939	No DS	DEP, no DEG, no DS
SCFD2	ENSG00000184178	0.263632101611929	protein	pos	TRUE	1	0	1	0.05	10	Autophagy	protein	NA	localization	establishment of localization	NA	NA	0.670452406463586	0.0829979545173992	No DS	DEP, no DEG, no DS
WDFY1	ENSG00000085449	0.078994385796417	protein	neg	TRUE	5	7.2550578146099995E-4	0.86	0.09	7	Metabolism	protein	cytoplasm	biological regulation	regulation of biological process	binding	ion binding	-0.280172455866806	0.0720518326531108	No DS	DEP, no DEG, no DS
WDR37	ENSG00000047056	0.109082947987754	protein	neg	TRUE	3	7.929672025092838e-05	0.87	0.04	9	Synaptic/ neuron	protein	nucleus	metabolic process	nitrogen compound metabolic process	NA	NA	-0.343772476662647	-0.256470329091675	No DS	DEP + DEG, no DS
ARL1	ENSG00000120805	0.116247568646203	protein	neg	TRUE	5	1.3997361950298999E-3	0.95	0.08	8	Synaptic/ neuron	protein	golgi	localization	cellular localization	binding	ion binding	-0.358916770363821	0.164251354540568	No DS	DEP, no DEG, no DS
GAR1	ENSG00000109534	0.0552839541086036	protein	pos	TRUE	7	3.6338165161548999E-3	0.74	0	1	Nuclear/RBP/TF	protein	nucleus	metabolic process	nitrogen compound metabolic process	binding	organic cyclic compound binding	0.230054276778226	0.0489552676848257	No DS	DEP, no DEG, no DS
DPP9	ENSG00000142002	0.0598263643584754	protein	pos	TRUE	6	4.3136339601138997E-3	1	0.01	9	Synaptic/ neuron	protein	cytoplasm	metabolic process	nitrogen compound metabolic process	binding	protein binding	0.239655845125625	0.0104950548426198	DS	DEP + DS
NOP16	ENSG00000048162	0.0979911993789774	protein	pos	TRUE	8	3.5834840995282E-3	1	0.04	1	Nuclear/RBP/TF	protein	nucleus	cellular component organization or biogenesis	cellular component biogenesis	binding	organic cyclic compound binding	0.320327174168813	0.187228796927374	No DS	DEP + DEG, no DS
RAB9B	ENSG00000123570	0.177503092080673	protein	neg	TRUE	1	0	1	0.07	11	Synaptic/ neuron	protein	vesicle	localization	establishment of localization	binding	protein binding	-0.488396289508612	-0.334204394591486	No DS	DEP + DEG, no DS
EIF3J	ENSG00000104131	0.137521615674909	protein	pos	TRUE	4	1.9355869647510001E-4	1	0.11	8	Synaptic/ neuron	protein	protein complex	metabolic process	nitrogen compound metabolic process	binding	protein binding	0.403885015268093	0.186295540810553	No DS	DEP, no DEG, no DS
SPOCK1	ENSG00000152377	0.220281642261351	protein	neg	TRUE	2	3.4397973661750002E-4	1	0.09	7	Metabolism	protein	extracellular	biological regulation	regulation of biological process	molecular function regulator	enzyme regulator	-0.57881990841754	-0.478176082506295	No DS	DEP + DEG, no DS
PSD	ENSG00000059915	0.148657082463625	protein	neg	TRUE	2	7.060724665165041e-05	1	0.03	5	Synaptic/ neuron	protein	plasma_membrane	cellular process	cell communication	binding	protein binding	-0.427422727533308	0.0006610402182073	DS	DEP + DS
DPF3	ENSG00000205683	0.314502169661719	protein	pos	TRUE	1	0	1	0.07	3	Nuclear/RBP/TF	protein	nucleus	biological regulation	regulation of biological process	binding	ion binding	0.777979557986434	-0.0708404878169536	No DS	DEP, no DEG, no DS
EXOC7	ENSG00000182473	0.0264325654413735	protein	neg	TRUE	8	4.2697053447116997E-3	0.87	0.15	8	Synaptic/ neuron	protein	cytoskeleton	biological regulation	regulation of biological process	binding	protein binding	-0.169069344777951	0.0056238952854659	No DS	DEP, no DEG, no DS
USP48	ENSG00000090686	0.125018527247232	protein	pos	TRUE	3	2.5554714407009999E-4	1	0.02	1	Nuclear/RBP/TF	protein	nucleus	metabolic process	nitrogen compound metabolic process	catalytic	hydrolase	0.377456478106504	0.0046561005661294	DS	DEP + DS
SCD	ENSG00000099194	0.242489234335477	protein	neg	TRUE	6	4.1495403664858002E-3	1	0.09	6	Metabolism	protein	ER	metabolic process	biosynthetic process	catalytic	oxidoreductase	-0.625761444166519	-0.220240418934656	No DS	DEP + DEG, no DS
PRRC2A	ENSG00000204469	0.181574362203128	protein	pos	TRUE	4	3.4892199302709998E-4	1	0.05	1	Nuclear/RBP/TF	protein	extracellular	cellular process	cellular developmental process	binding	protein binding	0.4970019803624	-0.0117935428388495	No DS	DEP, no DEG, no DS
TF	ENSG00000091513	0.117216360409044	protein	neg	TRUE	11	9.1576141418679997E-3	1	0.04	10	Autophagy	protein	vesicle	biological regulation	regulation of biological quality	binding	protein binding	-0.360964564335223	-0.0067563866012997	No DS	DEP, no DEG, no DS
NUMBL	ENSG00000105245	0.0748328402370666	protein	neg	TRUE	2	2.531128007055946e-05	1	0.06	4	Synaptic/ neuron	protein	cytoplasm	cellular process	cell communication	binding	protein binding	-0.271375944340784	0.13196438457656	No DS	DEP + DEG, no DS
SH3PXD2A	ENSG00000107957	0.327605561006359	protein	neg	TRUE	7	7.1565498403130005E-4	1	0.05	8	Synaptic/ neuron	protein	cytoskeleton	cellular process	syncytium formation	binding	lipid binding	-0.805676991872295	-0.232946674817383	No DS	DEP + DEG, no DS
INTS11	ENSG00000127054	0.0943456049387895	protein	pos	TRUE	6	3.1921812799869998E-3	1	0.1	5	Synaptic/ neuron	protein	nucleus	metabolic process	nitrogen compound metabolic process	binding	protein binding	0.312621259850451	0.0339805439294224	No DS	DEP, no DEG, no DS
DCUN1D5	ENSG00000137692	0.235624236900009	protein	pos	TRUE	2	8.438967301990923e-05	1	0.15	5	Synaptic/ neuron	protein	protein complex	metabolic process	nitrogen compound metabolic process	binding	protein binding	0.61125048226403	0.0658181229155448	No DS	DEP, no DEG, no DS
CTSZ	ENSG00000101160	0.17564928048606	protein	pos	TRUE	2	2.156273168444E-4	1	0.16	12	Autophagy	protein	extracellular	biological regulation	regulation of biological process	catalytic	hydrolase	0.484477775382905	1.07984890313444	No DS	DEP + DEG, no DS
UBXN1	ENSG00000162191	0.159843461389794	protein	pos	TRUE	12	4.2734246011013003E-3	1	0	9	Synaptic/ neuron	protein	ER	biological regulation	regulation of biological process	binding	protein binding	0.451068055874698	0.137938788418947	No DS	DEP, no DEG, no DS
MGST3	ENSG00000143198	0.154909992474842	protein	neg	TRUE	13	6.2561701877307E-3	1	0.06	6	Metabolism	protein	extracellular	metabolic process	cellular metabolic process	catalytic	transferase	-0.440639883082948	-0.0651391493256195	No DS	DEP, no DEG, no DS
TUBB1	NA	0.119144457893869	protein	neg	TRUE	4	1.0127731730964001E-3	1	0.06	9	Synaptic/ neuron	protein	extracellular	cellular process	microtubule-based process	binding	protein binding	-0.365040101057499	NA	No DS	NA
DCTN6	ENSG00000104671	0.233851485404106	protein	neg	TRUE	6	1.702532217012737e-05	1	0.07	9	Synaptic/ neuron	protein	cytoskeleton	immune system process	antigen processing and presentation	binding	protein binding	-0.607503309790705	0.0200258457036116	No DS	DEP, no DEG, no DS
EED	ENSG00000074266	0.199016772570747	protein	pos	TRUE	33	2.3331442194661701E-2	1	0.04	1	Nuclear/RBP/TF	protein	nucleus	biological regulation	regulation of biological process	catalytic	transferase	0.533871062210038	0.283766282910313	DS	DEP + DS
ABI1	ENSG00000136754	0.0961260200180107	protein	neg	TRUE	15	1.8345717686151001E-3	0.82	0.02	8	Synaptic/ neuron	protein	plasma_membrane	cellular process	cell communication	binding	protein binding	-0.316384631305146	-0.0223666449104378	No DS	DEP, no DEG, no DS
NUDCD1	ENSG00000120526	0.0823650174063157	protein	neg	TRUE	2	5.346263415957928e-05	1	0.16	0	Nuclear/RBP/TF	protein	nucleus	immune system process	NA	binding	protein binding	-0.287297164555824	-0.0815238730697938	No DS	DEP, no DEG, no DS
SCRIB	ENSG00000180900	0.121019867423715	protein	pos	TRUE	10	3.7124872652083002E-3	0.86	0.13	8	Synaptic/ neuron	protein	plasma_membrane	cellular process	cellular component organization	binding	protein binding	0.369004268050272	0.0703049892572338	No DS	DEP, no DEG, no DS
CCDC12	ENSG00000160799	0.296040679319257	protein	pos	TRUE	1	0	1	0.09	12	Autophagy	protein	NA	NA	NA	binding	protein binding	0.73895638492033	0.0296372633625671	No DS	DEP, no DEG, no DS
BRD3	ENSG00000169925	0.0876072018426745	protein	pos	TRUE	14	5.0713773443468004E-3	0.8	0.01	3	Nuclear/RBP/TF	protein	nucleus	biological regulation	regulation of biological process	binding	protein binding	0.298377888089501	0.0661061939802113	No DS	DEP, no DEG, no DS
SLC1A4	ENSG00000115902	0.0878210563316474	protein	neg	TRUE	5	1.4585119354892E-3	1	0.06	12	Autophagy	protein	extracellular	localization	establishment of localization	transporter	transmembrane transporter	-0.29882992530748	-0.0580314445042288	No DS	DEP, no DEG, no DS
SEC23IP	ENSG00000107651	0.049379232023901	protein	pos	TRUE	4	6.0399891006860003E-4	0.73	0.04	11	Synaptic/ neuron	protein	vesicle	localization	establishment of localization	binding	protein binding	0.217573107189841	0.0717517329587772	No DS	DEP, no DEG, no DS
MICOS13	NA	0.247810941999875	protein	pos	TRUE	4	4.1793378917431004E-3	1	0.09	12	Autophagy	protein	NA	NA	NA	NA	NA	0.637010260775725	NA	No DS	NA
NCSTN	ENSG00000162736	0.173671249003872	protein	pos	TRUE	8	1.5000650741175999E-3	1	0.05	1	Nuclear/RBP/TF	protein	plasma_membrane	metabolic process	nitrogen compound metabolic process	binding	protein binding	0.480296690138552	-0.10908436069124	No DS	DEP, no DEG, no DS
SNX1	ENSG00000028528	0.0839527400450058	protein	pos	TRUE	13	1.07052857036942E-2	1	0.19	10	Autophagy	protein	endosome	localization	establishment of localization	binding	protein binding	0.290653230299231	0.114779735254613	No DS	DEP, no DEG, no DS
UBE2V2	ENSG00000169139	0.0760854034456803	protein	neg	TRUE	8	2.5839044007687001E-3	0.99	0.02	8	Synaptic/ neuron	protein	extracellular	cellular process	cellular response to stimulus	binding	protein binding	-0.27402356324691	0.0999297433556676	No DS	DEP, no DEG, no DS
POMGNT2	ENSG00000144647	0.153502925379388	protein	pos	TRUE	3	1.0808733445687999E-3	1	0.06	6	Metabolism	protein	ER	cellular process	movement of cell or subcellular component	catalytic	transferase	0.43766567993017	-0.133631842632928	DS	DEP + DS
ADARB1	ENSG00000197381	0.09815946615786	protein	pos	TRUE	6	7.6482452949489996E-4	1	0.1	1	Nuclear/RBP/TF	protein	nucleus	biological regulation	regulation of biological process	binding	organic cyclic compound binding	0.320682849876018	0.27957027553245	DS	DEP + DS
NDUFA8	ENSG00000119421	0.123681915550376	protein	pos	TRUE	11	3.6862221375516999E-3	0.96	0.02	7	Metabolism	protein	mitochondria	cellular process	cellular component organization	catalytic	oxidoreductase	0.374631200807595	0.10688436256443	No DS	DEP, no DEG, no DS
HABP4	ENSG00000130956	0.299856709640472	protein	pos	TRUE	7	1.4280191129423E-3	1	0.06	1	Nuclear/RBP/TF	protein	nucleus	biological regulation	regulation of biological process	binding	protein binding	0.7470225599088	0.245445498096584	No DS	DEP + DEG, no DS
SAAL1	ENSG00000166788	0.121475298324542	protein	pos	TRUE	6	3.3436164700924001E-3	0.99	0.06	8	Synaptic/ neuron	protein	extracellular	NA	NA	NA	NA	0.36996693999782	0.116740399921234	DS	DEP + DS
HNRNPAB	ENSG00000197451	0.114858318617066	protein	pos	TRUE	19	2.0609718759229002E-3	0.65	0.1	1	Nuclear/RBP/TF	protein	nucleus	biological regulation	regulation of biological process	binding	organic cyclic compound binding	0.355980228225921	0.187380716965024	No DS	DEP + DEG, no DS
WDR3	ENSG00000065183	0.345546573522256	protein	pos	TRUE	5	4.1118926021269998E-4	1	0.06	1	Nuclear/RBP/TF	protein	nucleus	metabolic process	nitrogen compound metabolic process	binding	organic cyclic compound binding	0.843599999354453	0.154949693658417	No DS	DEP + DEG, no DS
ATP6V1H	ENSG00000047249	0.067442978191715	protein	neg	TRUE	8	1.8835313116720999E-3	0.67	0.08	10	Autophagy	protein	lysosome	localization	establishment of localization	catalytic	hydrolase	-0.255755544244096	-0.181427661115036	No DS	DEP + DEG, no DS
AFF4	ENSG00000072364	0.157247578393545	protein	pos	TRUE	4	5.4610458772110003E-4	1	0.14	4	Synaptic/ neuron	protein	nucleus	cellular process	cellular process involved in reproduction in multicellular organism	binding	protein binding	0.445580980370886	-0.1301133967274	No DS	DEP, no DEG, no DS
SRP14	ENSG00000140319	0.177202046579043	RBP	NA	TRUE	10	1.6105521109178E-3	0.98	0.03	1	Nuclear/RBP/TF	RBP	extracellular	localization	establishment of localization	binding	protein binding	0.200851028748904	-0.0831064697642132	No DS	other
HNRNPC	ENSG00000092199	0.0423648832004528	RBP	NA	TRUE	36	1.8922908136473199E-2	0.69	0.04	1	Nuclear/RBP/TF	RBP	nucleus	cellular process	cellular component organization	binding	organic cyclic compound binding	0.180386127422842	0.233230874495429	No DS	other
PMM1	ENSG00000100417	0	protein	NA	FALSE	4	2.7936529782729999E-4	0.88	0.07	11	Synaptic/ neuron	Steiner Node	cytoplasm	metabolic process	primary metabolic process	catalytic	isomerase	-0.394233869208547	-0.0899808880787075	No DS	other
UBTD2	ENSG00000168246	0	protein	NA	FALSE	1	0	0.69	0.17	9	Synaptic/ neuron	Steiner Node	cytoplasm	NA	NA	NA	NA	0.252967436708737	0.100331367105647	No DS	other
ELAVL4	ENSG00000162374	0.0448130583279777	RBP	NA	TRUE	6	1.5138916167800999E-3	1	0.11	5	Synaptic/ neuron	RBP	NA	metabolic process	nitrogen compound metabolic process	binding	organic cyclic compound binding	0.161697536119537	0.325318957637233	DS	other
PDE6D	ENSG00000156973	0	protein	NA	FALSE	7	4.8225212599088997E-3	0.9	0.23	2	Metabolism	Steiner Node	vesicle	multicellular organismal process	system process	binding	protein binding	0.212372807813562	0.154055771704332	No DS	other
SRSF1	ENSG00000136450	0.176808711834511	RBP	NA	TRUE	21	3.7625497763381002E-3	1	0	1	Nuclear/RBP/TF	RBP	nucleus	metabolic process	organic substance metabolic process	binding	organic cyclic compound binding	0.106605731350477	0.213984798422855	No DS	other
GRSF1	ENSG00000132463	0.221423069482021	RBP	NA	TRUE	24	1.8374010603590799E-2	0.99	0.03	1	Nuclear/RBP/TF	RBP	mitochondria	metabolic process	nitrogen compound metabolic process	binding	organic cyclic compound binding	-0.251532473492835	-0.235864512742384	No DS	other
NOVA2	ENSG00000104967	0.136683075237643	RBP	NA	TRUE	4	4.3745794673450002E-4	1	0.04	1	Nuclear/RBP/TF	RBP	nucleus	metabolic process	nitrogen compound metabolic process	binding	organic cyclic compound binding	0.178541167305058	-0.0479714425192473	No DS	other
RRAGA	ENSG00000155876	0	protein	NA	FALSE	3	2.2244670315509197e-05	0.69	0.21	0	Nuclear/RBP/TF	Steiner Node	lysosome	biological regulation	regulation of biological process	binding	protein binding	0.223385898063942	-0.231035783003884	No DS	other
RBMX	ENSG00000147274	0.0888009726477643	RBP	NA	TRUE	25	7.6793181373077998E-3	0.85	0.11	1	Nuclear/RBP/TF	RBP	nucleus	cellular process	cellular component organization	binding	organic cyclic compound binding	0.160972502063025	0.0493227176248807	No DS	other
CSNK1G2	ENSG00000133275	0	protein	NA	FALSE	4	3.0709387232059999E-3	0.62	0.06	12	Autophagy	Steiner Node	cytoplasm	cellular process	cell communication	catalytic	transferase	-0.104672481820588	0.0628476255572962	No DS	other
RBFOX1	NA	0.128538125580203	RBP	NA	TRUE	11	6.7644580675097999E-3	1	0.11	1	Nuclear/RBP/TF	RBP	golgi	localization	macromolecule localization	binding	protein binding	-0.139107268076922	NA	No DS	NA
ZNF428	ENSG00000131116	0	protein	NA	FALSE	3	1.543559903748E-4	0.79	0.01	3	Nuclear/RBP/TF	Steiner Node	NA	NA	NA	binding	ion binding	0.540132290696247	0.192311087794402	No DS	other
PRTFDC1	ENSG00000099256	0	protein	NA	FALSE	4	2.8251224342769999E-4	1	0.45	7	Metabolism	Steiner Node	NA	metabolic process	nitrogen compound metabolic process	binding	protein binding	-0.177218134487424	0.0379951496764265	No DS	other
C11orf58	ENSG00000110696	0	protein	NA	FALSE	5	5.7537165360969998E-4	0.71	0.11	10	Autophagy	Steiner Node	NA	NA	NA	NA	NA	0.436367030769484	0.0466458063237223	No DS	other
KHSRP	ENSG00000088247	0.20524800403081	RBP	NA	TRUE	18	5.8443330439969E-3	1	0.04	1	Nuclear/RBP/TF	RBP	nucleus	biological regulation	regulation of biological process	binding	organic cyclic compound binding	0.112078540280542	0.0353765342815076	No DS	other
ACOT12	NA	0	protein	NA	FALSE	2	4.078924008658223e-05	0.9	0.07	9	Synaptic/ neuron	Steiner Node	cytoplasm	metabolic process	cellular metabolic process	catalytic	hydrolase	0.0929681089693197	NA	No DS	NA
SEPTIN5	NA	0	protein	NA	FALSE	8	2.4535040898025001E-3	0.63	0.13	5	Synaptic/ neuron	Steiner Node	NA	NA	NA	NA	NA	-0.0577343651713633	NA	No DS	NA
SRSF2	ENSG00000161547	0.326249475192121	RBP	NA	TRUE	25	8.7234080477836002E-3	1	0.03	1	Nuclear/RBP/TF	RBP	nucleus	metabolic process	organic substance metabolic process	binding	protein binding	0.0465616831665194	0.167274884639703	No DS	other
RABIF	ENSG00000183155	0	protein	NA	FALSE	9	2.9161954118418001E-3	0.72	0.15	11	Synaptic/ neuron	Steiner Node	cytoplasm	cellular process	cellular component organization	binding	protein binding	0.0996490879170366	-0.0660686237238249	No DS	other
CHTOP	ENSG00000160679	0	protein	NA	FALSE	4	6.263910371206455e-05	0.73	0.13	1	Nuclear/RBP/TF	Steiner Node	nucleus	biological regulation	regulation of biological process	binding	organic cyclic compound binding	-0.0618250257405428	0.0913706292510355	No DS	other
XPO5	ENSG00000124571	0.0893834180703064	RBP	NA	TRUE	10	8.1376293010358997E-3	0.8	0.01	0	Nuclear/RBP/TF	RBP	nucleus	localization	macromolecule localization	binding	organic cyclic compound binding	-0.0811145769423902	0.168444500931225	No DS	other
SRSF10	ENSG00000188529	0.384189473107952	RBP	NA	TRUE	8	6.6065624585380002E-4	1	0.03	1	Nuclear/RBP/TF	RBP	nucleus	metabolic process	nitrogen compound metabolic process	binding	protein binding	-0.065569628576732	0.0922805897523859	No DS	other
RABGGTB	ENSG00000137955	0	protein	NA	FALSE	9	5.8008275526903004E-3	0.81	0.12	11	Synaptic/ neuron	Steiner Node	protein complex	metabolic process	nitrogen compound metabolic process	binding	protein binding	0.0898292784536228	0.045093889668728	No DS	other
HNRNPA1	ENSG00000135486	0.533872889802336	RBP	NA	TRUE	38	1.6952012673275799E-2	1	0.11	1	Nuclear/RBP/TF	RBP	nucleus	cellular process	cellular response to stimulus	binding	organic cyclic compound binding	0.0291326213372933	0.118788727899949	No DS	other
CTBP1	ENSG00000159692	0	protein	NA	FALSE	9	8.9235084507219998E-3	0.61	0.1	3	Nuclear/RBP/TF	Steiner Node	nucleus	biological regulation	regulation of biological process	binding	protein binding	0.0300380826797131	-0.0992154802599629	No DS	other
HNRNPH2	ENSG00000126945	0.40607914173502	RBP	NA	TRUE	20	1.985039895102E-3	1	0.05	1	Nuclear/RBP/TF	RBP	nucleus	metabolic process	nitrogen compound metabolic process	binding	protein binding	-0.0484648814261703	-0.0550844911247257	No DS	other
CELF1	ENSG00000149187	0.35128595408137	RBP	NA	TRUE	19	3.7841408650327998E-3	1	0.04	1	Nuclear/RBP/TF	RBP	nucleus	cellular process	cellular component organization	binding	organic cyclic compound binding	0.0507521771335337	-0.0559813382141001	No DS	other
ELAVL2	ENSG00000107105	0.269585043425672	RBP	NA	TRUE	14	3.0519990466922999E-3	1	0.03	1	Nuclear/RBP/TF	RBP	nucleus	metabolic process	nitrogen compound metabolic process	binding	organic cyclic compound binding	-0.018438181699608	0.145686963383603	No DS	other
HNRNPH3	ENSG00000096746	1	RBP	NA	TRUE	16	2.2609444173407002E-3	1	0.02	1	Nuclear/RBP/TF	RBP	nucleus	cellular process	cellular developmental process	binding	organic cyclic compound binding	0.0237717670994435	0.111059575343171	No DS	other
HNRNPH1	ENSG00000169045	0.377047122214776	RBP	NA	TRUE	32	1.24353481439955E-2	1	0.03	1	Nuclear/RBP/TF	RBP	nucleus	cellular process	cell communication	binding	organic cyclic compound binding	-0.0087781451881241	0.155648248373914	No DS	other
CNTN1	ENSG00000018236	0	protein	NA	FALSE	8	5.0564967465333002E-3	0.92	0.04	4	Synaptic/ neuron	Steiner Node	extracellular	biological regulation	regulation of biological process	binding	protein binding	-0.0067269556305582	0.175324870626727	No DS	other
NOVA1	ENSG00000139910	0.882349899301197	RBP	NA	TRUE	2	1.9719971304537037e-05	1	0.14	1	Nuclear/RBP/TF	RBP	nucleus	cellular process	cell communication	binding	organic cyclic compound binding	-0.0054334081425917	-0.318519914085606	No DS	other
FAM131C	ENSG00000185519	0	protein	NA	FALSE	2	9.60500382279152e-06	0.61	0.19	4	Synaptic/ neuron	Steiner Node	NA	NA	NA	binding	protein binding	NA	-0.582571607364821	No DS	NA
IGSF21	ENSG00000117154	0.154652774990779	DS_DEG_no_prot	neg	TRUE	6	2.7689371715619998E-3	1	0.12	9	Synaptic/ neuron	DS_DEG_no_prot	extracellular	cellular process	cell recognition	binding	protein binding	NA	-0.71417604280729	DS	NA
HPCAL4	ENSG00000116983	0	protein	NA	FALSE	5	7.0657715119927002E-3	0.99	0.29	4	Synaptic/ neuron	Steiner Node	NA	multicellular organismal process	multicellular organism development	binding	protein binding	NA	-0.45841668675859	No DS	NA
LEPROT	ENSG00000213625	0	protein	NA	FALSE	3	9.7548522976479996E-4	0.93	0.19	6	Metabolism	Steiner Node	vesicle	biological regulation	regulation of biological process	binding	protein binding	NA	-0.0587140171889832	No DS	NA
GSTM4	ENSG00000168765	1	DS_DEG_no_prot	pos	TRUE	3	1.5891740489187001E-3	1	0.07	6	Metabolism	DS_DEG_no_prot	cytoplasm	metabolic process	cellular metabolic process	binding	protein binding	NA	1.73774203804409	DS	NA
SEMA4A	ENSG00000196189	0	protein	NA	FALSE	4	1.021949277771E-4	0.91	0.04	8	Synaptic/ neuron	Steiner Node	cytoplasm	biological regulation	regulation of biological process	binding	protein binding	NA	-0.0942424519730056	No DS	NA
USF1	ENSG00000158773	0.139110587661783	TF	pos	TRUE	4	1.3815955429387001E-3	1	0.09	5	Synaptic/ neuron	TF	nucleus	biological regulation	regulation of biological process	binding	protein binding	NA	-0.0125560796716564	No DS	NA
PBX1	ENSG00000185630	0.0855351322471911	TF	pos	TRUE	7	1.6926306222952001E-3	1	0.1	3	Nuclear/RBP/TF	TF	nucleus	developmental process	anatomical structure development	binding	organic cyclic compound binding	NA	-0.350577127846211	No DS	NA
DESI2	ENSG00000121644	0	protein	NA	FALSE	2	1.8354329471046627e-05	0.65	0.09	8	Synaptic/ neuron	Steiner Node	cytoplasm	metabolic process	nitrogen compound metabolic process	catalytic	hydrolase	NA	-0.0649393438778295	No DS	NA
TMEM18	ENSG00000151353	0	protein	NA	FALSE	4	5.5265460552949999E-4	0.81	0.03	6	Metabolism	Steiner Node	nucleus	cellular process	movement of cell or subcellular component	binding	organic cyclic compound binding	NA	-0.0103779831287901	No DS	NA
VSNL1	ENSG00000163032	0	protein	NA	FALSE	4	2.1292731260864999E-3	0.74	0.15	4	Synaptic/ neuron	Steiner Node	NA	biological regulation	regulation of biological process	binding	protein binding	NA	0.0206331577712828	No DS	NA
SMC6	ENSG00000163029	0	protein	NA	FALSE	4	4.259513405044E-4	0.66	0.07	5	Synaptic/ neuron	Steiner Node	nucleus	cellular process	cellular response to stimulus	binding	protein binding	NA	0.0836152619146209	No DS	NA
FNDC4	ENSG00000115226	0	protein	NA	FALSE	2	1.1403360003347999E-3	0.77	0.08	6	Metabolism	Steiner Node	cytoplasm	response to stimulus	response to endogenous stimulus	NA	NA	NA	-0.020689220833099	No DS	NA
SIX3	ENSG00000138083	0.297265713457158	TF	pos	TRUE	1	0	1	0	3	Nuclear/RBP/TF	TF	nucleus	multicellular organismal process	multicellular organism development	binding	protein binding	NA	1.14134858765375	No DS	NA
PUS10	ENSG00000162927	0	protein	NA	FALSE	3	2.5864377390517998E-3	0.76	0.24	11	Synaptic/ neuron	Steiner Node	NA	metabolic process	nitrogen compound metabolic process	catalytic	isomerase	NA	0.193637402806805	No DS	NA
MEIS1	ENSG00000143995	0.261794707045306	TF	pos	TRUE	6	8.675835531298E-4	1	0.12	3	Nuclear/RBP/TF	TF	nucleus	multicellular organismal process	multicellular organism development	binding	protein binding	NA	0.659019285722578	No DS	NA
MOB1A	ENSG00000114978	0	protein	NA	FALSE	4	1.0643930010143E-3	0.67	0.12	5	Synaptic/ neuron	Steiner Node	extracellular	cellular process	cellular response to stimulus	binding	protein binding	NA	0.0705576586357653	No DS	NA
C2orf15	ENSG00000273045	0	protein	NA	FALSE	2	5.229185512452048e-05	1	0.11	5	Synaptic/ neuron	Steiner Node	mitochondria	NA	NA	binding	organic cyclic compound binding	NA	-0.176458305531164	No DS	NA
RAPGEF4	ENSG00000091428	0	protein	NA	FALSE	9	4.2574004877777996E-3	0.62	0.05	2	Metabolism	Steiner Node	plasma_membrane	biological regulation	regulation of biological process	binding	protein binding	NA	-0.590845752542016	No DS	NA
HOXD8	ENSG00000175879	0	protein	NA	FALSE	2	3.2084587182915456e-05	0.87	0.28	2	Metabolism	Steiner Node	nucleus	multicellular organismal process	multicellular organism development	transcription regulator	DNA-binding transcription factor	NA	-0.827533676833931	No DS	NA
STAT1	ENSG00000115415	0.184620219059088	TF	pos	TRUE	18	1.71938677784397E-2	1	0.04	9	Synaptic/ neuron	TF	nucleus	biological regulation	regulation of biological process	binding	protein binding	NA	0.0515623669078907	No DS	NA
GPR35	ENSG00000178623	0	protein	NA	FALSE	3	4.5991502920889998E-4	0.65	0.11	6	Metabolism	Steiner Node	plasma_membrane	biological regulation	regulation of biological process	molecular transducer	signaling receptor	NA	0.794890018720109	No DS	NA
ABHD5	ENSG00000011198	0	protein	NA	FALSE	2	5.5324822019278998E-3	0.85	0.18	2	Metabolism	Steiner Node	cytoplasm	biological regulation	regulation of biological process	catalytic	transferase	NA	-0.0605407266959006	DS	NA
BSN	ENSG00000164061	0	protein	NA	FALSE	5	3.3638486555671999E-3	0.96	0.05	4	Synaptic/ neuron	Steiner Node	cytoskeleton	cellular process	cell communication	binding	ion binding	NA	-0.138830976894872	No DS	NA
FRMD4B	ENSG00000114541	0.263564329945028	DS_DEG_no_prot	pos	TRUE	1	0	1	0.05	8	Synaptic/ neuron	DS_DEG_no_prot	extracellular	cellular process	establishment or maintenance of cell polarity	NA	NA	NA	0.846048675545059	DS	NA
